fullcategory,category,category_full,Gene.Name,Gene.Full.Name,A..ocellaris.Gene.ID,gene
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn34,Claudin 34,111581780,XP_023145878.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,cldn35,Claudin 35,111570965,XP_023129757.1
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,oclna,Occludin a,111583376,XP_023148205.2
osmoregulation (paracellular permeability: tight junctions),osmoregulation,osmoregulation,oclnb,Occludin b,111570526,XP_023129110.2
ossification (bone mineral density),ossification,ossification,gh,Growth Hormone,111568175,XP_023125450.1
ossification (bone mineral density),ossification,ossification,ghra,Growth Hormone Receptor a,111575664,XP_023136701.2
ossification (bone mineral density),ossification,ossification,ghra,Growth Hormone Receptor a,111575664,XP_023136702.2
ossification (bone mineral density),ossification,ossification,ghrb,Growth Hormone Receptor b,111572695,XP_054875288.1
ossification (bone mineral density),ossification,ossification,hsd11b1,Hydroxysteroid 11-Beta Dehydrogenase 1,111578536,XP_023141149.1
ossification (bone mineral density),ossification,ossification,mgp,Matrix Gla Protein,111568799,XP_023126379.2
ossification (bone mineral density),ossification,ossification,mgp,Matrix Gla Protein,111568799,XP_035804230.2
ossification (bone mineral density),ossification,ossification,phex,Phosphate Regulating Endopeptidase X-Linked,111583050,XP_023147732.2
ossification (bone mineral density),ossification,ossification,phex,Phosphate Regulating Endopeptidase X-Linked,111583050,XP_054863063.1
ossification (cartilage),ossification,ossification,egfr,Epidermal Growth Factor Receptor,111573600,XP_023133605.2
ossification (cartilage),ossification,ossification,egfr,Epidermal Growth Factor Receptor,111573600,XP_023133606.2
ossification (cartilage),ossification,ossification,elovl6,ELOVL Fatty Acid Elongase 6,111588379,XP_023154520.1
ossification (cartilage),ossification,ossification,sox9,SRY-Box Transcription Factor 9,111579412,XP_023142462.1
ossification (osteoblast),ossification,ossification,adipor1a,Adiponectin Receptor 1a,111579745,XP_023142913.1
ossification (osteoblast),ossification,ossification,adipor1a,Adiponectin Receptor 1a,111579745,XP_023142914.1
ossification (osteoblast),ossification,ossification,adipor2,Adiponectin Receptor 2,111573929,XP_023134073.1
ossification (osteoblast),ossification,ossification,anxa1a,Annexin A1a,111586202,XP_023151661.1
ossification (osteoblast),ossification,ossification,anxa1a,Annexin A1a,111586202,XP_023151662.1
ossification (osteoblast),ossification,ossification,anxa1b,Annexin A1b,111565877,XP_023122136.2
ossification (osteoblast),ossification,ossification,anxa1b,Annexin A1b,111565877,XP_035802174.2
ossification (osteoblast),ossification,ossification,anxa2a,Annexin A2a,111575452,XP_023136362.2
ossification (osteoblast),ossification,ossification,anxa2b,Annexin A2b,111578891,XP_023141639.2
ossification (osteoblast),ossification,ossification,anxa3,Annexin A3,111585038,XP_023150191.1
ossification (osteoblast),ossification,ossification,bglap,Bone Gamma-Carboxyglutamate Protein (also known as osteocalcin),111568804,XP_023126384.1
ossification (osteoblast),ossification,ossification,bmp3,Bone Morphogenetic Protein 3,111565793,XP_023121797.1
ossification (osteoblast),ossification,ossification,bmp4,Bone Morphogenetic Protein 4,111573266,XP_023133105.1
ossification (osteoblast),ossification,ossification,bmp4,Bone Morphogenetic Protein 4,111573266,XP_035807356.1
ossification (osteoblast),ossification,ossification,bmp5,Bone Morphogenetic Protein 5,111562674,XP_023117105.1
ossification (osteoblast),ossification,ossification,bmp6,Bone Morphogenetic Protein 6,111589138,XP_023155635.1
ossification (osteoblast),ossification,ossification,bmp7a,Bone Morphogenetic Protein 7 a,111570498,XP_023129066.2
ossification (osteoblast),ossification,ossification,bmp7b,Bone Morphogenetic Protein 7 b,111588709,XP_054868594.1
ossification (osteoblast),ossification,ossification,bmp8,Bone Morphogenetic Protein 8,111563196,XP_054873586.1
ossification (osteoblast),ossification,ossification,calua,Calumenin a,111586092,XP_023151552.1
ossification (osteoblast),ossification,ossification,cnr1,Cannabinoid Receptor 1 (also known as cb1),111578346,XP_023140823.1
ossification (osteoblast),ossification,ossification,cnr1,Cannabinoid Receptor 1 (also known as cb1),111578346,XP_023140825.1
ossification (osteoblast),ossification,ossification,cnr2,Cannabinoid Receptor 2 (also known as cb2),111567734,XP_023124794.1
ossification (osteoblast),ossification,ossification,cnr2,Cannabinoid Receptor 2 (also known as cb2),111567734,XP_035803478.1
ossification (osteoblast),ossification,ossification,col1a1a,Collagen Type I Alpha 1 Chain a,111588590,XP_023154805.1
ossification (osteoblast),ossification,ossification,col1a1b,Collagen Type I Alpha 1 Chain b,111579186,XP_023142131.2
ossification (osteoblast),ossification,ossification,col1a2,Collagen Type I Alpha 2 Chain,111573347,XP_054873633.1
ossification (osteoblast),ossification,ossification,egfr,Epidermal Growth Factor Receptor,111573600,XP_023133605.2
ossification (osteoblast),ossification,ossification,egfr,Epidermal Growth Factor Receptor,111573600,XP_023133606.2
ossification (osteoblast),ossification,ossification,gr1,Nuclear Receptor Subfamily 3 Group C Member 1a (glucocorticoid receptor),111565142,XP_023120919.1
ossification (osteoblast),ossification,ossification,gr1,Nuclear Receptor Subfamily 3 Group C Member 1a (glucocorticoid receptor),111565142,XP_035801798.1
ossification (osteoblast),ossification,ossification,gr2,Nuclear Receptor Subfamily 3 Group C Member 1b (glucocorticoid receptor),111574492,XP_054873147.1
ossification (osteoblast),ossification,ossification,gr2,Nuclear Receptor Subfamily 3 Group C Member 1b (glucocorticoid receptor),111574492,XP_054873148.1
ossification (osteoblast),ossification,ossification,insra,Insulin Receptor a,111565521,XP_023121388.2
ossification (osteoblast),ossification,ossification,insrb,Insulin Receptor b,111569056,XP_054873469.1
ossification (osteoblast),ossification,ossification,lepa,Leptin a,111564897,XP_054865340.1
ossification (osteoblast),ossification,ossification,lepb,Leptin b,111578156,XP_023140550.3
ossification (osteoblast),ossification,ossification,lepr,Leptin Receptor,111582044,XP_035813260.2
ossification (osteoblast),ossification,ossification,lepr,Leptin Receptor,111582044,XP_035813261.2
ossification (osteoblast),ossification,ossification,npy,Neuropeptide Y,111578985,XP_023141797.1
ossification (osteoblast),ossification,ossification,pax2,Paired Box 2,111573897,XP_054874374.1
ossification (osteoblast),ossification,ossification,pax2,Paired Box 2,111573897,XP_054874375.1
ossification (osteoblast),ossification,ossification,postna,Periostin a,111566038,XP_023122177.1
ossification (osteoblast),ossification,ossification,postna,Periostin a,111566038,XP_023122184.1
ossification (osteoblast),ossification,ossification,postnb,Periostin b,111563675,XP_023118636.1
ossification (osteoblast),ossification,ossification,postnb,Periostin b,111563675,XP_023118638.1
ossification (osteoblast),ossification,ossification,pparg,Peroxisome Proliferator Activated Receptor Gamma,111564578,XP_023119999.1
ossification (osteoblast),ossification,ossification,tgfb1,Transforming Growth Factor Beta 1,111581736,XP_023145807.2
ossification (osteoblast),ossification,ossification,TRaa,Thyroid Hormone Receptor Alpha a,111566418,XP_023122767.1
ossification (osteoblast),ossification,ossification,TRaa,Thyroid Hormone Receptor Alpha a,111566418,XP_035802584.1
ossification (osteoblast),ossification,ossification,TRb,Thyroid Hormone Receptor Beta,111573399,XP_035807430.2
ossification (osteoblast),ossification,ossification,TRb,Thyroid Hormone Receptor Beta,111573399,XP_035807431.2
ossification (osteoblast),ossification,ossification,wnt1,Wnt Family Member 1,111581815,XP_023145937.1
ossification (osteoblast),ossification,ossification,wnt3a,Wnt Family Member 3A,111568640,XP_023126140.1
ossification (osteoclast),ossification,ossification,anxa1a,Annexin A1a,111586202,XP_023151661.1
ossification (osteoclast),ossification,ossification,anxa1a,Annexin A1a,111586202,XP_023151662.1
ossification (osteoclast),ossification,ossification,anxa1b,Annexin A1b,111565877,XP_023122136.2
ossification (osteoclast),ossification,ossification,anxa1b,Annexin A1b,111565877,XP_035802174.2
ossification (osteoclast),ossification,ossification,anxa2a,Annexin A2a,111575452,XP_023136362.2
ossification (osteoclast),ossification,ossification,anxa2b,Annexin A2b,111578891,XP_023141639.2
ossification (osteoclast),ossification,ossification,anxa3,Annexin A3,111585038,XP_023150191.1
ossification (osteoclast),ossification,ossification,bcl2,BCL2 Apoptosis Regulator,111579931,XP_023143231.1
ossification (osteoclast),ossification,ossification,bmp5,Bone Morphogenetic Protein 5,111562674,XP_023117105.1
ossification (osteoclast),ossification,ossification,ca2,Carbonic Anhydrase 2,111569220,XP_023127008.1
ossification (osteoclast),ossification,ossification,cnr1,Cannabinoid Receptor 1 (also known as cb1),111578346,XP_023140823.1
ossification (osteoclast),ossification,ossification,cnr1,Cannabinoid Receptor 1 (also known as cb1),111578346,XP_023140825.1
ossification (osteoclast),ossification,ossification,cnr2,Cannabinoid Receptor 2 (also known as cb2),111567734,XP_023124794.1
ossification (osteoclast),ossification,ossification,cnr2,Cannabinoid Receptor 2 (also known as cb2),111567734,XP_035803478.1
ossification (osteoclast),ossification,ossification,csf1ra,Colony Stimulating Factor 1 Receptor a,111569513,XP_023127445.1
ossification (osteoclast),ossification,ossification,csf1ra,Colony Stimulating Factor 1 Receptor a,111569513,XP_054872884.1
ossification (osteoclast),ossification,ossification,egfr,Epidermal Growth Factor Receptor,111573600,XP_023133605.2
ossification (osteoclast),ossification,ossification,egfr,Epidermal Growth Factor Receptor,111573600,XP_023133606.2
ossification (osteoclast),ossification,ossification,itgb2,Integrin Subunit Beta 2,111588445,XP_023154616.2
ossification (osteoclast),ossification,ossification,itgb2,Integrin Subunit Beta 2,111588445,XP_035799108.2
ossification (osteoclast),ossification,ossification,myc,"MYC Proto-Oncogene, BHLH Transcription Factor",111570036,XP_035805116.1
ossification (osteoclast),ossification,ossification,myc,"MYC Proto-Oncogene, BHLH Transcription Factor",111570036,XP_023128324.1
ossification (osteoclast),ossification,ossification,ostm1,Osteoclastogenesis Associated Transmembrane Protein 1,111580083,XP_023143433.1
ossification (osteoclast),ossification,ossification,pparg,Peroxisome Proliferator Activated Receptor Gamma,111564578,XP_023119999.1
ossification (osteoclast),ossification,ossification,ppargc1b,PPARG Coactivator 1 Beta,111581099,XP_054872287.1
ossification (osteoclast),ossification,ossification,ppargc1b,PPARG Coactivator 1 Beta,111581099,XP_023144881.1
ossification (osteoclast),ossification,ossification,rab32a,"RAB32a, Member RAS Oncogene Family",111572592,XP_023132095.1
ossification (osteoclast),ossification,ossification,rab32b,"RAB32b, Member RAS Oncogene Family",111578568,XP_023141217.1
ossification (osteoclast),ossification,ossification,rab38a,"RAB38a, Member RAS Oncogene Family",111572665,XP_023132191.1
ossification (osteoclast),ossification,ossification,rab38b,"RAB38b, Member RAS Oncogene Family",111575873,XP_023137043.1
ossification (osteoclast),ossification,ossification,srebf2,Sterol Regulatory Element Binding Transcription Factor 2,111583833,XP_023148850.2
ossification (osteoclast),ossification,ossification,pkma,Pyruvate Kinase M1/2 a,111567617,XP_054866673.1
ossification (osteoclast),ossification,ossification,pkma,Pyruvate Kinase M1/2 a,111567617,XP_054866677.1
ossification (osteoclast),ossification,ossification,pkmb,Pyruvate Kinase M1/2 b,111587605,XP_054865376.1
ossification (osteoclast),ossification,ossification,pkmb,Pyruvate Kinase M1/2 b,111587605,XP_023153390.1
ossification (osteoclast),ossification,ossification,pdk2,Pyruvate Dehydrogenase Kinase 2,111580959,XP_023144681.2
ossification (osteocyte),ossification,ossification,adrb2,Adrenoceptor Beta 2,111588061,XP_023153958.2
ossification (osteocyte),ossification,ossification,pparaa,Peroxisome Proliferator Activated Receptor Alpha a,111573197,XP_023132999.2
ossification (osteocyte),ossification,ossification,pparaa,Peroxisome Proliferator Activated Receptor Alpha a,111573197,P_023133001.2
ossification (osteocyte),ossification,ossification,pparab,Peroxisome Proliferator Activated Receptor Alpha b,111577779,XP_023139982.1
ossification (osteocyte),ossification,ossification,pparab,Peroxisome Proliferator Activated Receptor Alpha b,111577779,XP_023139983.1
ossification (osteocyte),ossification,ossification,pparg,Peroxisome Proliferator Activated Receptor Gamma,111564578,XP_023119999.1
ossification (osteocyte),ossification,ossification,pdk1,Pyruvate Dehydrogenase Kinase 1,111582187,XP_023146524.2
ossification (osteocyte),ossification,ossification,sost,Sclerostin,111568517,XP_023125970.1
pigmentation (components of melanosomes),pigmentation,melanophore,rab32a,"RAB32a, Member RAS Oncogene Family",111572592,XP_023132095.1
pigmentation (components of melanosomes),pigmentation,melanophore,rab32b,"RAB32b, Member RAS Oncogene Family",111578568,XP_023141217.1
pigmentation (components of melanosomes),pigmentation,melanophore,rab38a,"RAB38a, Member RAS Oncogene Family",111572665,XP_023132191.1
pigmentation (components of melanosomes),pigmentation,melanophore,rab38b,"RAB38b, Member RAS Oncogene Family",111575873,XP_023137043.1
pigmentation (components of melanosomes),pigmentation,melanophore,sdcbp2,Syndecan Binding Protein,111584415,XP_023149337.1
pigmentation (components of melanosomes),pigmentation,melanophore,slc24a4,Solute Carrier Family 24 Member 4,111571788,XP_035806324.1
pigmentation (components of melanosomes),pigmentation,melanophore,slc24a4,Solute Carrier Family 24 Member 4,111571788,XP_035806325.1
pigmentation (components of melanosomes),pigmentation,melanophore,trpm1,Transient Receptor Potential Cation Channel Subfamily M Member 1,111581256,XP_035812766.1
pigmentation (components of melanosomes),pigmentation,melanophore,trpm1,Transient Receptor Potential Cation Channel Subfamily M Member 1,111581256,XP_023145137.1
pigmentation (components of melanosomes),pigmentation,melanophore,tspan10,Tetraspanin 10,111564619,XP_035801344.2
pigmentation (components of melanosomes),pigmentation,melanophore,vat1,Vesicle Amine Transport 1,111567374,XP_023124217.1
pigmentation (iridophores),pigmentation,iridophore,alk,ALK Receptor Tyrosine Kinase,111569139,XP_054861912.1
pigmentation (iridophores),pigmentation,iridophore,alk,ALK Receptor Tyrosine Kinase,111569139,XP_054861913.1
pigmentation (iridophores),pigmentation,iridophore,apoda,Apolipoprotein Da,111565550,XP_023121433.2
pigmentation (iridophores),pigmentation,iridophore,apodb,Apolipoprotein Db,111572661,XP_035806957.1
pigmentation (iridophores),pigmentation,iridophore,apodb,Apolipoprotein Db,111572661,XP_035806964.1
pigmentation (iridophores),pigmentation,iridophore,csf1ra,Colony Stimulating Factor 1 Receptor a,111569513,XP_023127445.1
pigmentation (iridophores),pigmentation,iridophore,csf1ra,Colony Stimulating Factor 1 Receptor a,111569513,XP_054872884.1
pigmentation (iridophores),pigmentation,iridophore,ece2a,Endothelin Converting Enzyme 2a,111576226,XP_054870839.1
pigmentation (iridophores),pigmentation,iridophore,ece2a,Endothelin Converting Enzyme 2a,111576226,XP_054870840.1
pigmentation (iridophores),pigmentation,iridophore,ece2b,Endothelin Converting Enzyme 2b,111570960,XP_023129746.1
pigmentation (iridophores),pigmentation,iridophore,ednrb,Endothelin Receptor Type B,111588081,XP_023153991.1
pigmentation (iridophores),pigmentation,iridophore,fbxw4,F-Box And WD Repeat Domain Containing 4,111572545,XP_035806882.1
pigmentation (iridophores),pigmentation,iridophore,fbxw4,F-Box And WD Repeat Domain Containing 4,111572545,XP_054874769.1
pigmentation (iridophores),pigmentation,iridophore,fhl2a,Four And A Half LIM Domains 2,111567987,XP_023125187.1
pigmentation (iridophores),pigmentation,iridophore,foxd3,Forkhead Box D3,111575420,XP_023136298.1
pigmentation (iridophores),pigmentation,iridophore,gart,"Phosphoribosylglycinamide Formyltransferase, Phosphoribosylglycinamide Synthetase, Phosphoribosylaminoimidazole Synthetase",111587765,XP_023153638.2
pigmentation (iridophores),pigmentation,iridophore,gart,"Phosphoribosylglycinamide Formyltransferase, Phosphoribosylglycinamide Synthetase, Phosphoribosylaminoimidazole Synthetase",111587765,XP_023153639.2
pigmentation (iridophores),pigmentation,iridophore,gbx2,Gastrulation Brain Homeobox 2,111580307,XP_023143762.1
pigmentation (iridophores),pigmentation,iridophore,gmps,Guanine Monophosphate Synthase,111588950,XP_023155355.2
pigmentation (iridophores),pigmentation,iridophore,gmps,Guanine Monophosphate Synthase,111588950,XP_054868353.1
pigmentation (iridophores),pigmentation,iridophore,gpnmb,Glycoprotein Nmb,111579034,XP_054873769.1
pigmentation (iridophores),pigmentation,iridophore,impdh1a,Inosine Monophosphate Dehydrogenase 1a,111564887,XP_054865258.1
pigmentation (iridophores),pigmentation,iridophore,impdh1b,Inosine Monophosphate Dehydrogenase 1b,111578142,XP_023140524.2
pigmentation (iridophores),pigmentation,iridophore,impdh1b,Inosine Monophosphate Dehydrogenase 1b,111578142,XP_035810736.1
pigmentation (iridophores),pigmentation,iridophore,ltk,Leukocyte Receptor Tyrosine Kinase,111582670,XP_035813674.2
pigmentation (iridophores),pigmentation,iridophore,ltk,Leukocyte Receptor Tyrosine Kinase,111582670,XP_023147254.2
pigmentation (iridophores),pigmentation,iridophore,med12,Mediator Complex Subunit 12,111574460,XP_023134830.2
pigmentation (iridophores),pigmentation,iridophore,med12,Mediator Complex Subunit 12,111574460,XP_023134832.2
pigmentation (iridophores),pigmentation,iridophore,mpv17,Mitochondrial Inner Membrane Protein MPV17,111575080,XP_023135757.1
pigmentation (iridophores),pigmentation,iridophore,oca2,OCA2 Melanosomal Transmembrane Protein,111566467,XP_023122831.2
pigmentation (iridophores),pigmentation,iridophore,paics,Phosphoribosylaminoimidazole Carboxylase And Phosphoribosylaminoimidazolesuccinocarboxamide Synthase,111569591,XP_054872645.1
pigmentation (iridophores),pigmentation,iridophore,paics,Phosphoribosylaminoimidazole Carboxylase And Phosphoribosylaminoimidazolesuccinocarboxamide Synthase,111569591,XP_054872646.1
pigmentation (iridophores),pigmentation,iridophore,pnp4a,Purine Nucleoside Phosphorylase a,111582421,XP_023146848.1
pigmentation (iridophores),pigmentation,iridophore,pnp4b,Purine Nucleoside Phosphorylase b,111569470,XP_023127373.1
pigmentation (iridophores),pigmentation,iridophore,prkacaa,Protein Kinase CAMP-Activated Catalytic Subunit Alpha a,111573654,XP_023133693.1
pigmentation (iridophores),pigmentation,iridophore,prkacaa,Protein Kinase CAMP-Activated Catalytic Subunit Alpha a,111573654,XP_023133694.1
pigmentation (iridophores),pigmentation,iridophore,prkacab,Protein Kinase CAMP-Activated Catalytic Subunit Alpha b,111577932,XP_023140229.1
pigmentation (iridophores),pigmentation,iridophore,si:ch211−256m1.8,uncharacterized LOC111579411,111579411,XP_035811517.2
pigmentation (iridophores),pigmentation,iridophore,sox10,SRY-Box Transcription Factor 10,111580815,XP_023144490.1
pigmentation (iridophores),pigmentation,iridophore,sox10,SRY-Box Transcription Factor 10,111580815,XP_023144491.1
pigmentation (iridophores),pigmentation,iridophore,sox9,SRY-Box Transcription Factor 9,111579412,XP_023142462.1
pigmentation (iridophores),pigmentation,iridophore,tfap2a,Transcription Factor AP-2 Alpha,111589141,XP_023155637.1
pigmentation (iridophores),pigmentation,iridophore,tfap2a,Transcription Factor AP-2 Alpha,111589141,XP_023155638.1
pigmentation (iridophores),pigmentation,iridophore,trim33,Tripartite Motif Containing 33,111564757,XP_023120311.3
pigmentation (iridophores),pigmentation,iridophore,trim33,Tripartite Motif Containing 33,111564757,XP_023120312.3
pigmentation (leucophores),pigmentation,leucophore,pax7,Paired Box 7,111580694,XP_023144314.1
pigmentation (leucophores),pigmentation,leucophore,pax7,Paired Box 7,111580694,XP_023144315.1
pigmentation (leucophores),pigmentation,leucophore,slc2a11a,Solute Carrier Family 2 Member 11a,111575259,XP_035808736.1
pigmentation (leucophores),pigmentation,leucophore,slc2a11b,Solute Carrier Family 2 Member 11b,111568296,XP_035803874.2
pigmentation (leucophores),pigmentation,leucophore,slc2a11b,Solute Carrier Family 2 Member 11b,111568296,XP_023125652.2
pigmentation (leucophores),pigmentation,leucophore,slc2a15a,Solute Carrier Family 2 Member 15a,111572570,XP_054874236.1
pigmentation (leucophores),pigmentation,leucophore,slc2a15a,Solute Carrier Family 2 Member 15a,111572570,XP_054874237.1
pigmentation (leucophores),pigmentation,leucophore,slc2a15b,Solute Carrier Family 2 Member 15b,111566314,XP_035802534.2
pigmentation (leucophores),pigmentation,leucophore,xdh,Xanthine Dehydrogenase,111587270,XP_023152952.1
pigmentation (melanocyte development),pigmentation,melanophore,adamts20,ADAM Metallopeptidase With Thrombospondin Type 1 Motif 20,111569902,XP_023128109.2
pigmentation (melanocyte development),pigmentation,melanophore,adrb2,Adrenoceptor Beta 2,111588061,XP_023153958.2
pigmentation (melanocyte development),pigmentation,melanophore,apc2,APC Regulator of WNT Signaling Pathway,111575977,XP_023137211.2
pigmentation (melanocyte development),pigmentation,melanophore,apc2,APC Regulator of WNT Signaling Pathway,111575977,XP_054861895.1
pigmentation (melanocyte development),pigmentation,melanophore,atp6v0b,ATPase H+ Transporting V0 Subunit B,111586783,XP_023152356.1
pigmentation (melanocyte development),pigmentation,melanophore,bcl2,BCL2 Apoptosis Regulator,111579931,XP_023143231.1
pigmentation (melanocyte development),pigmentation,melanophore,bcl2l11,BCL2 like 11,111571898,XP_023131076.1
pigmentation (melanocyte development),pigmentation,melanophore,bloc1s6,Biogenesis Of Lysosomal Organelles Complex 1 Subunit 6,111565742,XP_023121727.1
pigmentation (melanocyte development),pigmentation,melanophore,bloc1s6,Biogenesis Of Lysosomal Organelles Complex 1 Subunit 6,111565742,XP_023121728.1
pigmentation (melanocyte development),pigmentation,melanophore,bnc2,Basonuclin Zinc Finger Protein 2,111581947,XP_054865958.1
pigmentation (melanocyte development),pigmentation,melanophore,bnc2,Basonuclin Zinc Finger Protein 2,111581947,XP_054865959.1
pigmentation (melanocyte development),pigmentation,melanophore,brsk2,BR Serine/Threonine Kinase 2,111574435,XP_054864982.1
pigmentation (melanocyte development),pigmentation,melanophore,brsk2,BR Serine/Threonine Kinase 2,111574435,XP_054864983.1
pigmentation (melanocyte development),pigmentation,melanophore,cited1,Cbp/P300 Interacting Transactivator With Glu/Asp Rich Carboxy-Terminal Domain 1,111562784,XP_023117280.1
pigmentation (melanocyte development),pigmentation,melanophore,cited1,Cbp/P300 Interacting Transactivator With Glu/Asp Rich Carboxy-Terminal Domain 1,111562784,XP_023117288.1
pigmentation (melanocyte development),pigmentation,melanophore,creb1,CAMP Responsive Element Binding Protein 1,111563020,XP_023117659.1
pigmentation (melanocyte development),pigmentation,melanophore,creb1,CAMP Responsive Element Binding Protein 1,111563020,XP_023117660.1
pigmentation (melanocyte development),pigmentation,melanophore,dock7,Dedicator Of Cytokinesis 7,111575415,XP_023136274.2
pigmentation (melanocyte development),pigmentation,melanophore,dock7,Dedicator Of Cytokinesis 7,111575415,XP_023136275.2
pigmentation (melanocyte development),pigmentation,melanophore,ece1,Endothelin Converting Enzyme 1,111568244,XP_023125570.1
pigmentation (melanocyte development),pigmentation,melanophore,eda,Ectodysplasin A,111567569,XP_023124543.1
pigmentation (melanocyte development),pigmentation,melanophore,eda,Ectodysplasin A,111567569,XP_023124545.1
pigmentation (melanocyte development),pigmentation,melanophore,edar,Ectodysplasin A Receptor,111580593,XP_035812305.2
pigmentation (melanocyte development),pigmentation,melanophore,edn3,Endothelin 3,111588455,XP_023154628.1
pigmentation (melanocyte development),pigmentation,melanophore,edn3,Endothelin 3,111588455,XP_023154629.1
pigmentation (melanocyte development),pigmentation,melanophore,egfr,Epidermal Growth Factor Receptor,111573600,XP_023133605.2
pigmentation (melanocyte development),pigmentation,melanophore,egfr,Epidermal Growth Factor Receptor,111573600,XP_023133606.2
pigmentation (melanocyte development),pigmentation,melanophore,en1,Engrailed Homeobox 1,111588536,XP_023154741.1
pigmentation (melanocyte development),pigmentation,melanophore,fgfr2,Fibroblast Growth Factor Receptor 2,111571792,XP_054874385.1
pigmentation (melanocyte development),pigmentation,melanophore,frem2a,FRAS1 Related Extracellular Matrix 2 a,111566016,XP_023122144.3
pigmentation (melanocyte development),pigmentation,melanophore,frem2b,FRAS1 Related Extracellular Matrix 2 b,111563667,XP_035800656.2
pigmentation (melanocyte development),pigmentation,melanophore,frem2b,FRAS1 Related Extracellular Matrix 2 b,111563667,XP_023118612.2
pigmentation (melanocyte development),pigmentation,melanophore,fzd4,Frizzled Class Receptor 4,111572655,XP_023132178.1
pigmentation (melanocyte development),pigmentation,melanophore,gata3,GATA Binding Protein 3,111574062,XP_023134221.1
pigmentation (melanocyte development),pigmentation,melanophore,gata3,GATA Binding Protein 3,111574062,XP_023134223.1
pigmentation (melanocyte development),pigmentation,melanophore,gli3,GLI Family Zinc Finger 3,111563842,XP_023118875.1
pigmentation (melanocyte development),pigmentation,melanophore,gna11a,G Protein Subunit Alpha 11 a,111564939,XP_023120592.1
pigmentation (melanocyte development),pigmentation,melanophore,gna11a,G Protein Subunit Alpha 11 a,111564939,XP_054873397.1
pigmentation (melanocyte development),pigmentation,melanophore,gna11b,G Protein Subunit Alpha 11 b,111567721,XP_023124776.1
pigmentation (melanocyte development),pigmentation,melanophore,gna11b,G Protein Subunit Alpha 11 b,111567721,XP_023124778.1
pigmentation (melanocyte development),pigmentation,melanophore,gnaq,G Protein Subunit Alpha Q,111575629,XP_023136637.1
pigmentation (melanocyte development),pigmentation,melanophore,gpc3,Glypican 3,111577242,XP_023139161.2
pigmentation (melanocyte development),pigmentation,melanophore,gpr161,G Protein-Coupled Receptor 161,111585448,XP_023150714.1
pigmentation (melanocyte development),pigmentation,melanophore,gpr161,G Protein-Coupled Receptor 161,111585448,XP_023150722.1
pigmentation (melanocyte development),pigmentation,melanophore,hps1,HPS1 Biogenesis Of Lysosomal Organelles Complex 3 Subunit 1,111578278,XP_054874651.1
pigmentation (melanocyte development),pigmentation,melanophore,hps1,HPS1 Biogenesis Of Lysosomal Organelles Complex 3 Subunit 1,111578278,XP_054874652.1
pigmentation (melanocyte development),pigmentation,melanophore,hps4,HPS4 Biogenesis Of Lysosomal Organelles Complex 3 Subunit 2,111574322,XP_023134626.2
pigmentation (melanocyte development),pigmentation,melanophore,hps6,HPS6 Biogenesis Of Lysosomal Organelles Complex 2 Subunit 3,111578867,XP_023141613.1
pigmentation (melanocyte development),pigmentation,melanophore,hsd3b1,"Hydroxy-Delta-5-Steroid Dehydrogenase, 3 Beta- And Steroid Delta-Isomerase 1",111570570,XP_023129182.1
pigmentation (melanocyte development),pigmentation,melanophore,ikbkg,Inhibitor Of Nuclear Factor Kappa B Kinase Regulatory Subunit Gamma,111582017,XP_023146244.2
pigmentation (melanocyte development),pigmentation,melanophore,ikbkg,Inhibitor Of Nuclear Factor Kappa B Kinase Regulatory Subunit Gamma,111582017,XP_023146245.2
pigmentation (melanocyte development),pigmentation,melanophore,irf4,Interferon Regulatory Factor 4,111568710,XP_054870829.1
pigmentation (melanocyte development),pigmentation,melanophore,irf4,Interferon Regulatory Factor 4,111568710,XP_054870830.1
pigmentation (melanocyte development),pigmentation,melanophore,itgb1,Integrin Subunit Beta 1,111563530,XP_023118398.2
pigmentation (melanocyte development),pigmentation,melanophore,itgb1,Integrin Subunit Beta 1,111563530,XP_023118399.2
pigmentation (melanocyte development),pigmentation,melanophore,lmx1a,LIM Homeobox Transcription Factor 1 Alpha,111573419,XP_023133334.2
pigmentation (melanocyte development),pigmentation,melanophore,lrmda,Leucine Rich Melanocyte Differentiation Associated,111575533,XP_035808898.2
pigmentation (melanocyte development),pigmentation,melanophore,mbtps1,"Membrane Bound Transcription Factor Peptidase, Site 1",111587755,XP_023153619.2
pigmentation (melanocyte development),pigmentation,melanophore,mcoln3a,Mucolipin TRP Cation Channel 3 a,111567689,XP_023124728.1
pigmentation (melanocyte development),pigmentation,melanophore,mcoln3b,Mucolipin TRP Cation Channel 3 b,111563968,XP_023119022.1
pigmentation (melanocyte development),pigmentation,melanophore,mcoln3b,Mucolipin TRP Cation Channel 3 b,111563968,XP_023119023.1
pigmentation (melanocyte development),pigmentation,melanophore,mef2ca,Myocyte Enhancer Factor 2C a,111562501,XP_054867507
pigmentation (melanocyte development),pigmentation,melanophore,mef2ca,Myocyte Enhancer Factor 2C a,111562501,XP_054867508.1
pigmentation (melanocyte development),pigmentation,melanophore,mef2cb,Myocyte Enhancer Factor 2C b,111584796,XP_035796784.1
